Time (s)	1.000000e+04	dt_sampled - EXTRA_TIME	3.750000e+03
 i	 Vol	 Z	 Uavg	 Vavg	 Wavg	 Urms	 Vrms	 Wrms	 UVmean	 UWmean	 VWmean
139	1.440000e+05	1.737372e+02	7.427210e+00	3.830539e-01	1.300104e-05	1.902456e-01	1.596224e-01	1.242885e-01	-7.739334e-03	-9.698893e-03	3.515155e-03
141	1.440000e+05	1.762554e+02	7.440173e+00	3.763134e-01	-2.235756e-05	1.868448e-01	1.579117e-01	1.227572e-01	-7.826286e-03	-9.500979e-03	3.490465e-03
143	1.440000e+05	1.787300e+02	7.452965e+00	3.698583e-01	2.809190e-05	1.844539e-01	1.556717e-01	1.214962e-01	-7.699853e-03	-9.304031e-03	3.444250e-03
145	1.440000e+05	1.812481e+02	7.466052e+00	3.635650e-01	-3.037454e-05	1.825769e-01	1.531602e-01	1.204055e-01	-7.389157e-03	-9.089187e-03	3.415510e-03
147	1.440000e+05	1.837677e+02	7.479755e+00	3.570883e-01	3.365188e-05	1.811573e-01	1.508576e-01	1.193312e-01	-7.081328e-03	-8.866158e-03	3.376824e-03
149	1.440000e+05	1.862422e+02	7.494043e+00	3.497553e-01	-3.789180e-05	1.802596e-01	1.480879e-01	1.183762e-01	-6.745079e-03	-8.630342e-03	3.326529e-03
151	1.440000e+05	1.887628e+02	7.508573e+00	3.419737e-01	4.588586e-05	1.781866e-01	1.448399e-01	1.175136e-01	-6.361648e-03	-8.395700e-03	3.284376e-03
153	1.440000e+05	1.912396e+02	7.523346e+00	3.342233e-01	-5.149847e-05	1.754709e-01	1.418527e-01	1.167410e-01	-5.894145e-03	-8.150665e-03	3.236375e-03
155	1.440000e+05	1.937611e+02	7.537820e+00	3.260528e-01	6.075043e-05	1.728934e-01	1.397966e-01	1.160360e-01	-5.526279e-03	-7.898122e-03	3.192460e-03
157	1.440000e+05	1.962332e+02	7.551943e+00	3.176777e-01	-6.428970e-05	1.699151e-01	1.380108e-01	1.153722e-01	-5.177804e-03	-7.655434e-03	3.146491e-03
159	1.440000e+05	1.987556e+02	7.566014e+00	3.094454e-01	7.450262e-05	1.669998e-01	1.363719e-01	1.147544e-01	-4.883164e-03	-7.389622e-03	3.101966e-03
161	1.440000e+05	2.012436e+02	7.579558e+00	3.014963e-01	-8.518806e-05	1.639383e-01	1.358144e-01	1.139467e-01	-4.699897e-03	-7.140629e-03	3.054051e-03
163	1.440000e+05	2.037671e+02	7.592037e+00	2.939931e-01	9.228426e-05	1.615321e-01	1.356651e-01	1.128617e-01	-4.603740e-03	-6.880390e-03	3.010314e-03
165	1.440000e+05	2.062371e+02	7.604284e+00	2.866789e-01	-1.037128e-04	1.591482e-01	1.350231e-01	1.116726e-01	-4.524132e-03	-6.638087e-03	2.965078e-03
167	1.440000e+05	2.087611e+02	7.616261e+00	2.799533e-01	1.135998e-04	1.565805e-01	1.341814e-01	1.104832e-01	-4.432564e-03	-6.394664e-03	2.922073e-03
169	1.440000e+05	2.112335e+02	7.628878e+00	2.739017e-01	-1.206130e-04	1.538045e-01	1.327811e-01	1.094402e-01	-4.404114e-03	-6.163009e-03	2.875950e-03
171	1.440000e+05	2.137582e+02	7.641073e+00	2.681277e-01	1.347189e-04	1.513142e-01	1.308988e-01	1.084004e-01	-4.460055e-03	-5.922752e-03	2.822645e-03
173	1.440000e+05	2.162266e+02	7.653262e+00	2.618618e-01	-1.456987e-04	1.486049e-01	1.289738e-01	1.072793e-01	-4.481609e-03	-5.707014e-03	2.770738e-03
175	1.440000e+05	2.187520e+02	7.665050e+00	2.552929e-01	1.577033e-04	1.455238e-01	1.269144e-01	1.060806e-01	-4.517542e-03	-5.487778e-03	2.706382e-03
177	1.440000e+05	2.212776e+02	7.676601e+00	2.495052e-01	-1.716560e-04	1.429950e-01	1.244671e-01	1.048233e-01	-4.506425e-03	-5.283740e-03	2.648219e-03
179	1.440000e+05	2.237445e+02	7.687221e+00	2.442981e-01	1.852090e-04	1.411667e-01	1.220131e-01	1.034658e-01	-4.449651e-03	-5.078002e-03	2.575622e-03
181	1.440000e+05	2.262719e+02	7.697344e+00	2.389946e-01	-2.009002e-04	1.391117e-01	1.201857e-01	1.020922e-01	-4.370758e-03	-4.894405e-03	2.512556e-03
183	1.440000e+05	2.287381e+02	7.707015e+00	2.335886e-01	2.160289e-04	1.361342e-01	1.184875e-01	1.006746e-01	-4.220056e-03	-4.696087e-03	2.426765e-03
185	1.440000e+05	2.312697e+02	7.717100e+00	2.283518e-01	-2.277452e-04	1.328779e-01	1.166800e-01	9.906120e-02	-4.032782e-03	-4.517622e-03	2.357569e-03
187	1.440000e+05	2.337345e+02	7.727477e+00	2.227772e-01	2.488492e-04	1.295342e-01	1.150560e-01	9.732917e-02	-3.878267e-03	-4.332077e-03	2.270354e-03
189	1.440000e+05	2.362637e+02	7.737340e+00	2.171495e-01	-2.652626e-04	1.263134e-01	1.136417e-01	9.559666e-02	-3.862359e-03	-4.163939e-03	2.202964e-03
191	1.440000e+05	2.387309e+02	7.746548e+00	2.120729e-01	2.845986e-04	1.232795e-01	1.123472e-01	9.372626e-02	-3.977769e-03	-3.985106e-03	2.111752e-03
193	1.440000e+05	2.412678e+02	7.755137e+00	2.071413e-01	-3.038227e-04	1.196398e-01	1.112966e-01	9.165330e-02	-4.174262e-03	-3.841639e-03	2.039175e-03
195	1.440000e+05	2.437354e+02	7.763984e+00	2.021819e-01	3.247736e-04	1.161093e-01	1.101399e-01	8.952491e-02	-4.286100e-03	-3.680184e-03	1.952476e-03
197	1.440000e+05	2.462658e+02	7.772321e+00	1.974443e-01	-3.474480e-04	1.127433e-01	1.087353e-01	8.751693e-02	-4.322647e-03	-3.548835e-03	1.884845e-03
199	1.440000e+05	2.487365e+02	7.780796e+00	1.930508e-01	3.680150e-04	1.095372e-01	1.069086e-01	8.548662e-02	-4.303202e-03	-3.397311e-03	1.797429e-03
201	1.440000e+05	2.512528e+02	7.789114e+00	1.889140e-01	-3.960445e-04	1.067796e-01	1.045660e-01	8.341932e-02	-4.254397e-03	-3.273787e-03	1.739488e-03
203	1.440000e+05	2.537241e+02	7.797725e+00	1.851136e-01	4.182328e-04	1.046293e-01	1.024387e-01	8.120602e-02	-4.261789e-03	-3.127905e-03	1.659534e-03
205	1.440000e+05	2.562555e+02	7.806080e+00	1.816176e-01	-4.395442e-04	1.024555e-01	1.003546e-01	7.898203e-02	-4.212471e-03	-3.002942e-03	1.603784e-03
207	1.440000e+05	2.587296e+02	7.813868e+00	1.782433e-01	4.664634e-04	1.002218e-01	9.829793e-02	7.686824e-02	-4.143266e-03	-2.860765e-03	1.525893e-03
209	1.440000e+05	2.612619e+02	7.820963e+00	1.749535e-01	-4.914864e-04	9.775250e-02	9.646666e-02	7.494024e-02	-4.059308e-03	-2.740256e-03	1.472033e-03
211	1.440000e+05	2.637651e+02	7.827547e+00	1.711957e-01	5.151388e-04	9.521379e-02	9.478182e-02	7.298723e-02	-3.943386e-03	-2.592558e-03	1.390753e-03
213	1.440000e+05	2.662414e+02	7.833642e+00	1.672130e-01	-5.463830e-04	9.329902e-02	9.271654e-02	7.090155e-02	-3.762657e-03	-2.472871e-03	1.340395e-03
