Time (s)	9.600000e+03	dt_sampled - EXTRA_TIME	3.600000e+03
 i	 Vol	 Z	 Uavg	 Vavg	 Wavg	 Urms	 Vrms	 Wrms	 UVmean	 UWmean	 VWmean
119	1.440000e+05	1.487392e+02	1.321233e+01	-1.712870e-02	-6.283463e-05	5.321099e-01	2.411741e-01	2.277461e-01	6.897782e-04	-3.000464e-02	-1.460957e-03
121	1.440000e+05	1.512560e+02	1.323391e+01	-1.820975e-02	6.457085e-05	5.299935e-01	2.400340e-01	2.272047e-01	3.315566e-04	-2.992316e-02	-1.420694e-03
123	1.440000e+05	1.537382e+02	1.325475e+01	-1.969328e-02	-6.004248e-05	5.281349e-01	2.378867e-01	2.267863e-01	-1.855569e-04	-2.980350e-02	-1.380430e-03
125	1.440000e+05	1.562517e+02	1.327556e+01	-2.077579e-02	5.499957e-05	5.255722e-01	2.353656e-01	2.261688e-01	-8.656867e-04	-2.962832e-02	-1.308438e-03
127	1.440000e+05	1.587321e+02	1.329611e+01	-2.067339e-02	-4.594603e-05	5.235218e-01	2.331048e-01	2.255139e-01	-1.157032e-03	-2.940117e-02	-1.261318e-03
129	1.440000e+05	1.612682e+02	1.331649e+01	-1.994198e-02	4.345779e-05	5.212620e-01	2.312979e-01	2.244669e-01	-6.946341e-04	-2.906227e-02	-1.218747e-03
131	1.440000e+05	1.637469e+02	1.333695e+01	-1.975790e-02	-4.607806e-05	5.202758e-01	2.306916e-01	2.231228e-01	-4.779052e-04	-2.867827e-02	-1.111105e-03
133	1.440000e+05	1.662625e+02	1.335860e+01	-2.047212e-02	4.099835e-05	5.204044e-01	2.307249e-01	2.210123e-01	-6.369101e-04	-2.823224e-02	-9.169570e-04
135	1.440000e+05	1.687400e+02	1.338192e+01	-2.066386e-02	-3.349203e-05	5.211963e-01	2.298927e-01	2.186511e-01	-8.532520e-04	-2.778580e-02	-6.140305e-04
137	1.440000e+05	1.712611e+02	1.340433e+01	-1.972040e-02	2.760072e-05	5.231104e-01	2.279502e-01	2.163010e-01	-9.062988e-04	-2.728981e-02	-3.855355e-04
139	1.440000e+05	1.737372e+02	1.342594e+01	-1.762389e-02	-2.765746e-05	5.256703e-01	2.256211e-01	2.142011e-01	-6.318585e-04	-2.678337e-02	-1.984922e-04
141	1.440000e+05	1.762554e+02	1.344654e+01	-1.566539e-02	2.816896e-05	5.278722e-01	2.233233e-01	2.121436e-01	-4.566203e-04	-2.630688e-02	-6.882381e-05
143	1.440000e+05	1.787300e+02	1.346702e+01	-1.449918e-02	-1.816112e-05	5.299531e-01	2.215186e-01	2.102562e-01	-7.137751e-04	-2.583295e-02	2.960730e-05
145	1.440000e+05	1.812481e+02	1.348789e+01	-1.326759e-02	1.157163e-05	5.320483e-01	2.201533e-01	2.085330e-01	-1.061453e-03	-2.539930e-02	9.412260e-05
147	1.440000e+05	1.837677e+02	1.351030e+01	-1.097354e-02	-1.063064e-05	5.342414e-01	2.175018e-01	2.069728e-01	-1.664069e-03	-2.491288e-02	1.014160e-04
149	1.440000e+05	1.862422e+02	1.353354e+01	-8.756360e-03	1.043829e-05	5.373102e-01	2.144313e-01	2.056025e-01	-2.703821e-03	-2.447252e-02	8.946651e-05
151	1.440000e+05	1.887628e+02	1.355764e+01	-7.181396e-03	-6.889989e-06	5.414564e-01	2.113611e-01	2.043681e-01	-3.787986e-03	-2.400461e-02	3.325324e-05
153	1.440000e+05	1.912396e+02	1.358157e+01	-6.245071e-03	1.228791e-05	5.446847e-01	2.085575e-01	2.032372e-01	-5.584072e-03	-2.357768e-02	1.675485e-05
155	1.440000e+05	1.937611e+02	1.360511e+01	-4.925533e-03	-6.475654e-06	5.464672e-01	2.055370e-01	2.022231e-01	-7.378277e-03	-2.321377e-02	5.976340e-06
157	1.440000e+05	1.962332e+02	1.362732e+01	-3.314694e-03	5.802955e-06	5.483376e-01	2.024435e-01	2.011083e-01	-8.516270e-03	-2.290999e-02	-2.427435e-05
159	1.440000e+05	1.987556e+02	1.364745e+01	-7.891356e-04	-6.312649e-06	5.506859e-01	1.993901e-01	1.997657e-01	-8.943594e-03	-2.262389e-02	-4.174733e-06
161	1.440000e+05	2.012436e+02	1.366647e+01	2.304620e-03	4.253870e-06	5.536485e-01	1.960449e-01	1.981901e-01	-8.923050e-03	-2.229270e-02	2.842929e-05
163	1.440000e+05	2.037671e+02	1.368632e+01	5.645078e-03	-4.098128e-06	5.572062e-01	1.930729e-01	1.963289e-01	-8.792606e-03	-2.192018e-02	9.949761e-05
165	1.440000e+05	2.062371e+02	1.370646e+01	8.809288e-03	-1.967772e-06	5.605778e-01	1.907860e-01	1.941842e-01	-8.684994e-03	-2.154122e-02	1.423341e-04
167	1.440000e+05	2.087611e+02	1.372678e+01	1.072765e-02	3.132379e-06	5.638641e-01	1.880424e-01	1.919501e-01	-8.445648e-03	-2.111087e-02	1.796129e-04
169	1.440000e+05	2.112335e+02	1.374636e+01	1.207938e-02	-2.194992e-06	5.666383e-01	1.848562e-01	1.895830e-01	-8.132135e-03	-2.065860e-02	1.954430e-04
171	1.440000e+05	2.137582e+02	1.376489e+01	1.306084e-02	3.216848e-06	5.695230e-01	1.815481e-01	1.870608e-01	-7.781486e-03	-2.018578e-02	2.073216e-04
173	1.440000e+05	2.162266e+02	1.378290e+01	1.409243e-02	-9.178815e-08	5.727625e-01	1.780744e-01	1.841588e-01	-7.178891e-03	-1.972116e-02	2.118413e-04
175	1.440000e+05	2.187520e+02	1.380070e+01	1.479471e-02	4.992842e-07	5.760928e-01	1.748203e-01	1.809769e-01	-6.528257e-03	-1.922318e-02	1.898128e-04
177	1.440000e+05	2.212776e+02	1.381831e+01	1.505851e-02	3.341853e-06	5.788197e-01	1.714886e-01	1.776423e-01	-5.886459e-03	-1.874158e-02	1.658265e-04
179	1.440000e+05	2.237445e+02	1.383500e+01	1.569201e-02	2.315560e-06	5.810447e-01	1.677464e-01	1.744809e-01	-5.353198e-03	-1.824074e-02	1.206145e-04
